Hospital Group Name,Hospital,Date,DayGAR,Capacity,ED Beds,Time,Trolleys,Datetime,Hour,DayOfWeek,DayOfMonth,Month,Quarter,WeekOfYear,IsWeekend,IsMonday,IsFriday,Hour_sin,Hour_cos,Day_sin,Day_cos,Month_sin,Month_cos,IsHoliday,IsSummer,IsWinter,IsPeakHour,IsLowHour,Hospital_Code,Lag_ED Beds_1,Lag_ED Beds_2,Lag_ED Beds_3,Lag_ED Beds_4,Lag_ED Beds_5,Lag_ED Beds_6,Lag_ED Beds_7,Rolling_Mean_3_ED Beds,Rolling_Mean_7_ED Beds,Lag_Trolleys_1,Lag_Trolleys_2,Lag_Trolleys_3,Lag_Trolleys_4,Lag_Trolleys_5,Lag_Trolleys_6,Lag_Trolleys_7,Rolling_Mean_3_Trolleys,Rolling_Mean_7_Trolleys,Lag_Capacity_1,Lag_Capacity_2,Lag_Capacity_3,Lag_Capacity_4,Lag_Capacity_5,Lag_Capacity_6,Lag_Capacity_7,Rolling_Mean_3_Capacity,Rolling_Mean_7_Capacity
HSE South West,Cork University Hospital,2023-01-04,Wednesday,26,104.0,14:00,37,2023-01-04 14:00:00,14,2,4,1,1,1,0,0,0,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,0,1,0,0,0,76.0,93.0,99.0,55.0,102.0,80.0,76.0,91.0,87.0,46.0,37.0,33.0,52.0,33.0,31.0,33.0,40.0,38.42857142857143,26.0,8.0,8.0,8.0,21.0,21.0,21.0,20.0,16.857142857142858
HSE South West,Cork University Hospital,2023-01-04,Wednesday,26,89.0,20:00,39,2023-01-04 20:00:00,20,2,4,1,1,1,0,0,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,0,1,1,0,0,104.0,76.0,93.0,99.0,55.0,102.0,80.0,89.66666666666667,88.28571428571429,37.0,46.0,37.0,33.0,52.0,33.0,31.0,40.666666666666664,39.57142857142857,26.0,26.0,8.0,8.0,8.0,21.0,21.0,26.0,17.571428571428573
HSE South West,Cork University Hospital,2023-01-05,Thursday,27,61.0,08:00,37,2023-01-05 08:00:00,8,3,5,1,1,1,0,0,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,0,1,0,1,0,89.0,104.0,76.0,93.0,99.0,55.0,102.0,84.66666666666667,82.42857142857143,39.0,37.0,46.0,37.0,33.0,52.0,33.0,37.666666666666664,40.142857142857146,26.0,26.0,26.0,8.0,8.0,8.0,21.0,26.333333333333332,18.428571428571427
HSE South West,Cork University Hospital,2023-01-05,Thursday,27,79.0,14:00,26,2023-01-05 14:00:00,14,3,5,1,1,1,0,0,0,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,0,1,0,0,0,61.0,89.0,104.0,76.0,93.0,99.0,55.0,76.33333333333333,85.85714285714286,37.0,39.0,37.0,46.0,37.0,33.0,52.0,34.0,36.42857142857143,27.0,26.0,26.0,26.0,8.0,8.0,8.0,26.666666666666668,21.142857142857142
HSE South West,Cork University Hospital,2023-01-05,Thursday,27,61.0,20:00,39,2023-01-05 20:00:00,20,3,5,1,1,1,0,0,0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,0,1,1,0,0,79.0,61.0,89.0,104.0,76.0,93.0,99.0,67.0,80.42857142857143,26.0,37.0,39.0,37.0,46.0,37.0,33.0,34.0,37.285714285714285,27.0,27.0,26.0,26.0,26.0,8.0,8.0,27.0,23.857142857142858
HSE South West,Cork University Hospital,2023-01-06,Friday,23,16.0,08:00,38,2023-01-06 08:00:00,8,4,6,1,1,1,0,0,1,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0,0,1,0,1,0,61.0,79.0,61.0,89.0,104.0,76.0,93.0,52.0,69.42857142857143,39.0,26.0,37.0,39.0,37.0,46.0,37.0,34.333333333333336,37.42857142857143,27.0,27.0,27.0,26.0,26.0,26.0,8.0,25.666666666666668,26.0
HSE South West,Cork University Hospital,2023-01-06,Friday,23,66.0,14:00,26,2023-01-06 14:00:00,14,4,6,1,1,1,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0,0,1,0,0,0,16.0,61.0,79.0,61.0,89.0,104.0,76.0,47.666666666666664,68.0,38.0,39.0,26.0,37.0,39.0,37.0,46.0,34.333333333333336,34.57142857142857,23.0,27.0,27.0,27.0,26.0,26.0,26.0,24.333333333333332,25.571428571428573
HSE South West,Cork University Hospital,2023-01-06,Friday,23,82.0,20:00,21,2023-01-06 20:00:00,20,4,6,1,1,1,0,0,1,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0,0,1,1,0,0,66.0,16.0,61.0,79.0,61.0,89.0,104.0,54.666666666666664,64.85714285714286,26.0,38.0,39.0,26.0,37.0,39.0,37.0,28.333333333333332,32.285714285714285,23.0,23.0,27.0,27.0,27.0,26.0,26.0,23.0,25.142857142857142
HSE South West,Cork University Hospital,2023-01-07,Saturday,22,57.0,08:00,26,2023-01-07 08:00:00,8,5,7,1,1,1,1,0,0,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,0,0,1,0,1,0,82.0,66.0,16.0,61.0,79.0,61.0,89.0,68.33333333333333,60.285714285714285,21.0,26.0,38.0,39.0,26.0,37.0,39.0,24.333333333333332,30.428571428571427,23.0,23.0,23.0,27.0,27.0,27.0,26.0,22.666666666666668,24.571428571428573
HSE South West,Cork University Hospital,2023-01-07,Saturday,22,60.0,14:00,7,2023-01-07 14:00:00,14,5,7,1,1,1,1,0,0,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,0,0,1,0,0,0,57.0,82.0,66.0,16.0,61.0,79.0,61.0,66.33333333333333,60.142857142857146,26.0,21.0,26.0,38.0,39.0,26.0,37.0,18.0,26.142857142857142,22.0,23.0,23.0,23.0,27.0,27.0,27.0,22.333333333333332,23.857142857142858
HSE South West,Cork University Hospital,2023-01-07,Saturday,22,56.0,20:00,5,2023-01-07 20:00:00,20,5,7,1,1,1,1,0,0,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,0,0,1,1,0,0,60.0,57.0,82.0,66.0,16.0,61.0,79.0,57.666666666666664,56.857142857142854,7.0,26.0,21.0,26.0,38.0,39.0,26.0,12.666666666666666,23.142857142857142,22.0,22.0,23.0,23.0,23.0,27.0,27.0,22.0,23.142857142857142
HSE South West,Cork University Hospital,2023-01-08,Sunday,25,34.0,08:00,13,2023-01-08 08:00:00,8,6,8,1,1,1,1,0,0,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,0,0,1,0,1,0,56.0,60.0,57.0,82.0,66.0,16.0,61.0,50.0,53.0,5.0,7.0,26.0,21.0,26.0,38.0,39.0,8.333333333333334,19.428571428571427,22.0,22.0,22.0,23.0,23.0,23.0,27.0,23.0,22.857142857142858
HSE South West,Cork University Hospital,2023-01-08,Sunday,25,49.0,14:00,6,2023-01-08 14:00:00,14,6,8,1,1,1,1,0,0,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,0,0,1,0,0,0,34.0,56.0,60.0,57.0,82.0,66.0,16.0,46.333333333333336,57.714285714285715,13.0,5.0,7.0,26.0,21.0,26.0,38.0,8.0,14.857142857142858,25.0,22.0,22.0,22.0,23.0,23.0,23.0,24.0,23.142857142857142
HSE South West,Cork University Hospital,2023-01-08,Sunday,25,46.0,20:00,9,2023-01-08 20:00:00,20,6,8,1,1,1,1,0,0,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,0,0,1,1,0,0,49.0,34.0,56.0,60.0,57.0,82.0,66.0,43.0,54.857142857142854,6.0,13.0,5.0,7.0,26.0,21.0,26.0,9.333333333333334,12.428571428571429,25.0,25.0,22.0,22.0,22.0,23.0,23.0,25.0,23.428571428571427
HSE South West,Cork University Hospital,2023-01-09,Monday,25,43.0,08:00,16,2023-01-09 08:00:00,8,0,9,1,1,2,0,1,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,1,0,1,0,46.0,49.0,34.0,56.0,60.0,57.0,82.0,46.0,49.285714285714285,9.0,6.0,13.0,5.0,7.0,26.0,21.0,10.333333333333334,11.714285714285714,25.0,25.0,25.0,22.0,22.0,22.0,23.0,25.0,23.714285714285715
HSE South West,Cork University Hospital,2023-01-09,Monday,25,33.0,14:00,3,2023-01-09 14:00:00,14,0,9,1,1,2,0,1,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,1,0,0,0,43.0,46.0,49.0,34.0,56.0,60.0,57.0,40.666666666666664,45.857142857142854,16.0,9.0,6.0,13.0,5.0,7.0,26.0,9.333333333333334,8.428571428571429,25.0,25.0,25.0,25.0,22.0,22.0,22.0,25.0,24.142857142857142
HSE South West,Cork University Hospital,2023-01-09,Monday,25,78.0,20:00,20,2023-01-09 20:00:00,20,0,9,1,1,2,0,1,0,-0.8660254037844386,0.5000000000000001,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,1,1,0,0,33.0,43.0,46.0,49.0,34.0,56.0,60.0,51.333333333333336,48.42857142857143,3.0,16.0,9.0,6.0,13.0,5.0,7.0,13.0,10.285714285714286,25.0,25.0,25.0,25.0,25.0,22.0,22.0,25.0,24.571428571428573
HSE South West,Cork University Hospital,2023-01-10,Tuesday,26,25.0,08:00,34,2023-01-10 08:00:00,8,1,10,1,1,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0,0,1,0,1,0,78.0,33.0,43.0,46.0,49.0,34.0,56.0,45.333333333333336,44.0,20.0,3.0,16.0,9.0,6.0,13.0,5.0,19.0,14.428571428571429,25.0,25.0,25.0,25.0,25.0,25.0,22.0,25.333333333333332,25.142857142857142
HSE South West,Cork University Hospital,2023-01-10,Tuesday,26,65.0,14:00,23,2023-01-10 14:00:00,14,1,10,1,1,2,0,0,0,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0,0,1,0,0,0,25.0,78.0,33.0,43.0,46.0,49.0,34.0,56.0,48.42857142857143,34.0,20.0,3.0,16.0,9.0,6.0,13.0,25.666666666666668,15.857142857142858,26.0,25.0,25.0,25.0,25.0,25.0,25.0,25.666666666666668,25.285714285714285
HSE South West,Cork University Hospital,2023-01-10,Tuesday,26,56.0,20:00,19,2023-01-10 20:00:00,20,1,10,1,1,2,0,0,0,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0,0,1,1,0,0,65.0,25.0,78.0,33.0,43.0,46.0,49.0,48.666666666666664,49.42857142857143,23.0,34.0,20.0,3.0,16.0,9.0,6.0,25.333333333333332,17.714285714285715,26.0,26.0,25.0,25.0,25.0,25.0,25.0,26.0,25.428571428571427
HSE South West,Cork University Hospital,2023-01-11,Wednesday,23,26.0,08:00,33,2023-01-11 08:00:00,8,2,11,1,1,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,0,1,0,1,0,56.0,65.0,25.0,78.0,33.0,43.0,46.0,49.0,46.57142857142857,19.0,23.0,34.0,20.0,3.0,16.0,9.0,25.0,21.142857142857142,26.0,26.0,26.0,25.0,25.0,25.0,25.0,25.0,25.142857142857142
HSE South West,Cork University Hospital,2023-01-11,Wednesday,23,58.0,14:00,15,2023-01-11 14:00:00,14,2,11,1,1,2,0,0,0,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,0,1,0,0,0,26.0,56.0,65.0,25.0,78.0,33.0,43.0,46.666666666666664,48.714285714285715,33.0,19.0,23.0,34.0,20.0,3.0,16.0,22.333333333333332,21.0,23.0,26.0,26.0,26.0,25.0,25.0,25.0,24.0,24.857142857142858
HSE South West,Cork University Hospital,2023-01-11,Wednesday,23,58.0,20:00,19,2023-01-11 20:00:00,20,2,11,1,1,2,0,0,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,0,1,1,0,0,58.0,26.0,56.0,65.0,25.0,78.0,33.0,47.333333333333336,52.285714285714285,15.0,33.0,19.0,23.0,34.0,20.0,3.0,22.333333333333332,23.285714285714285,23.0,23.0,26.0,26.0,26.0,25.0,25.0,23.0,24.571428571428573
HSE South West,Cork University Hospital,2023-01-12,Thursday,36,30.0,08:00,32,2023-01-12 08:00:00,8,3,12,1,1,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,0,1,0,1,0,58.0,58.0,26.0,56.0,65.0,25.0,78.0,48.666666666666664,45.42857142857143,19.0,15.0,33.0,19.0,23.0,34.0,20.0,22.0,25.0,23.0,23.0,23.0,26.0,26.0,26.0,25.0,27.333333333333332,26.142857142857142
HSE South West,Cork University Hospital,2023-01-12,Thursday,36,69.0,14:00,13,2023-01-12 14:00:00,14,3,12,1,1,2,0,0,0,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,0,1,0,0,0,30.0,58.0,58.0,26.0,56.0,65.0,25.0,52.333333333333336,51.714285714285715,32.0,19.0,15.0,33.0,19.0,23.0,34.0,21.333333333333332,22.0,36.0,23.0,23.0,23.0,26.0,26.0,26.0,31.666666666666668,27.571428571428573
HSE South West,Cork University Hospital,2023-01-12,Thursday,36,87.0,20:00,15,2023-01-12 20:00:00,20,3,12,1,1,2,0,0,0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,0,1,1,0,0,69.0,30.0,58.0,58.0,26.0,56.0,65.0,62.0,54.857142857142854,13.0,32.0,19.0,15.0,33.0,19.0,23.0,20.0,20.857142857142858,36.0,36.0,23.0,23.0,23.0,26.0,26.0,36.0,29.0
HSE South West,Cork University Hospital,2023-01-13,Friday,20,71.0,08:00,28,2023-01-13 08:00:00,8,4,13,1,1,2,0,0,1,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0,0,1,0,1,0,87.0,69.0,30.0,58.0,58.0,26.0,56.0,75.66666666666667,57.0,15.0,13.0,32.0,19.0,15.0,33.0,19.0,18.666666666666668,22.142857142857142,36.0,36.0,36.0,23.0,23.0,23.0,26.0,30.666666666666668,28.142857142857142
HSE South West,Cork University Hospital,2023-01-13,Friday,20,94.0,14:00,16,2023-01-13 14:00:00,14,4,13,1,1,2,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0,0,1,0,0,0,71.0,87.0,69.0,30.0,58.0,58.0,26.0,84.0,66.71428571428571,28.0,15.0,13.0,32.0,19.0,15.0,33.0,19.666666666666668,19.714285714285715,20.0,36.0,36.0,36.0,23.0,23.0,23.0,25.333333333333332,27.714285714285715
HSE South West,Cork University Hospital,2023-01-13,Friday,20,112.0,20:00,18,2023-01-13 20:00:00,20,4,13,1,1,2,0,0,1,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0,0,1,1,0,0,94.0,71.0,87.0,69.0,30.0,58.0,58.0,92.33333333333333,74.42857142857143,16.0,28.0,15.0,13.0,32.0,19.0,15.0,20.666666666666668,20.142857142857142,20.0,20.0,36.0,36.0,36.0,23.0,23.0,20.0,27.285714285714285
HSE South West,Cork University Hospital,2023-01-14,Saturday,14,61.0,08:00,22,2023-01-14 08:00:00,8,5,14,1,1,2,1,0,0,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,0,0,1,0,1,0,112.0,94.0,71.0,87.0,69.0,30.0,58.0,89.0,74.85714285714286,18.0,16.0,28.0,15.0,13.0,32.0,19.0,18.666666666666668,20.571428571428573,20.0,20.0,20.0,36.0,36.0,36.0,23.0,18.0,26.0
HSE South West,Cork University Hospital,2023-01-14,Saturday,14,89.0,14:00,5,2023-01-14 14:00:00,14,5,14,1,1,2,1,0,0,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,0,0,1,0,0,0,61.0,112.0,94.0,71.0,87.0,69.0,30.0,87.33333333333333,83.28571428571429,22.0,18.0,16.0,28.0,15.0,13.0,32.0,15.0,16.714285714285715,14.0,20.0,20.0,20.0,36.0,36.0,36.0,16.0,22.857142857142858
HSE South West,Cork University Hospital,2023-01-14,Saturday,14,58.0,20:00,11,2023-01-14 20:00:00,20,5,14,1,1,2,1,0,0,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,0,0,1,1,0,0,89.0,61.0,112.0,94.0,71.0,87.0,69.0,69.33333333333333,81.71428571428571,5.0,22.0,18.0,16.0,28.0,15.0,13.0,12.666666666666666,16.428571428571427,14.0,14.0,20.0,20.0,20.0,36.0,36.0,14.0,19.714285714285715
HSE South West,Cork University Hospital,2023-01-15,Sunday,23,47.0,08:00,12,2023-01-15 08:00:00,8,6,15,1,1,2,1,0,0,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,0,0,1,0,1,0,58.0,89.0,61.0,112.0,94.0,71.0,87.0,64.66666666666667,76.0,11.0,5.0,22.0,18.0,16.0,28.0,15.0,9.333333333333334,16.0,14.0,14.0,14.0,20.0,20.0,20.0,36.0,17.0,17.857142857142858
HSE South West,Cork University Hospital,2023-01-15,Sunday,23,71.0,14:00,9,2023-01-15 14:00:00,14,6,15,1,1,2,1,0,0,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,0,0,1,0,0,0,47.0,58.0,89.0,61.0,112.0,94.0,71.0,58.666666666666664,76.0,12.0,11.0,5.0,22.0,18.0,16.0,28.0,10.666666666666666,13.285714285714286,23.0,14.0,14.0,14.0,20.0,20.0,20.0,20.0,18.285714285714285
HSE South West,Cork University Hospital,2023-01-15,Sunday,23,90.0,20:00,14,2023-01-15 20:00:00,20,6,15,1,1,2,1,0,0,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,0,0,1,1,0,0,71.0,47.0,58.0,89.0,61.0,112.0,94.0,69.33333333333333,75.42857142857143,9.0,12.0,11.0,5.0,22.0,18.0,16.0,11.666666666666666,13.0,23.0,23.0,14.0,14.0,14.0,20.0,20.0,23.0,18.714285714285715
HSE South West,Cork University Hospital,2023-01-16,Monday,22,59.0,08:00,27,2023-01-16 08:00:00,8,0,16,1,1,3,0,1,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,1,0,1,0,90.0,71.0,47.0,58.0,89.0,61.0,112.0,73.33333333333333,67.85714285714286,14.0,9.0,12.0,11.0,5.0,22.0,18.0,16.666666666666668,14.285714285714286,23.0,23.0,23.0,14.0,14.0,14.0,20.0,22.666666666666668,19.0
HSE South West,Cork University Hospital,2023-01-16,Monday,22,68.0,14:00,15,2023-01-16 14:00:00,14,0,16,1,1,3,0,1,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,1,0,0,0,59.0,90.0,71.0,47.0,58.0,89.0,61.0,72.33333333333333,68.85714285714286,27.0,14.0,9.0,12.0,11.0,5.0,22.0,18.666666666666668,13.285714285714286,22.0,23.0,23.0,23.0,14.0,14.0,14.0,22.333333333333332,20.142857142857142
HSE South West,Cork University Hospital,2023-01-16,Monday,22,88.0,20:00,21,2023-01-16 20:00:00,20,0,16,1,1,3,0,1,0,-0.8660254037844386,0.5000000000000001,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,1,1,0,0,68.0,59.0,90.0,71.0,47.0,58.0,89.0,71.66666666666667,68.71428571428571,15.0,27.0,14.0,9.0,12.0,11.0,5.0,21.0,15.571428571428571,22.0,22.0,23.0,23.0,23.0,14.0,14.0,22.0,21.285714285714285
HSE South West,Cork University Hospital,2023-01-17,Tuesday,32,40.0,08:00,37,2023-01-17 08:00:00,8,1,17,1,1,3,0,0,0,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0,0,1,0,1,0,88.0,68.0,59.0,90.0,71.0,47.0,58.0,65.33333333333333,66.14285714285714,21.0,15.0,27.0,14.0,9.0,12.0,11.0,24.333333333333332,19.285714285714285,22.0,22.0,22.0,23.0,23.0,23.0,14.0,25.333333333333332,23.857142857142858
